Gün;Getiri
Perşembe;0,008976713
Cuma;-0,007585532
Pazartesi;-0,02013688
Salı;0,006081912
Çarşamba;-0,001180213
Perşembe;-0,007008477
Cuma;0,00922944
Pazartesi;0,009610129
Salı;-0,00659531
Çarşamba;0,009208572
Perşembe;-0,000563959
Cuma;0,003306449
Pazartesi;0,004153871
Salı;0,00356092
Çarşamba;-0,003723492
Perşembe;0,003201417
Cuma;0,001169791
Pazartesi;-0,022675017
Salı;0,008363957
Çarşamba;0,00590321
Perşembe;0,015219377
Cuma;0,004109235
Pazartesi;-0,002672203
Salı;0,001853486
Çarşamba;0,019387953
Perşembe;-0,001511743
Cuma;0,001328358
Pazartesi;0,013601049
Salı;-0,00604905
Çarşamba;-0,001127435
Perşembe;-0,001667463
Cuma;0,013133826
Pazartesi;0,01079339
Salı;-0,003102359
Çarşamba;0,012343695
Perşembe;-0,007477712
Cuma;0,010366018
Pazartesi;0,010541776
Salı;0,004172571
Çarşamba;0,00090837
Perşembe;-0,01094694
Cuma;-0,006437997
Pazartesi;-0,039558407
Salı;0,007122116
Çarşamba;-0,022495926
Cuma;-0,013057488
Pazartesi;0,018896714
Salı;0,014989555
Çarşamba;0,014614039
Perşembe;0,010538206
Cuma;0,010067624
Pazartesi;0,032666408
Salı;0,009262394
Çarşamba;0,028722705
Perşembe;-0,005856612
Cuma;0,015247814
Pazartesi;0,001315647
Salı;-0,026067892
Çarşamba;0,027404982
Perşembe;0,014035372
Cuma;0,008289865
Pazartesi;-0,007353532
Salı;0,005107725
Çarşamba;0,003393228
Perşembe;0,012758985
Cuma;-0,0103025
Pazartesi;-0,03457055
Salı;0,031978254
Çarşamba;0,000150899
Perşembe;0,004035633
Cuma;1,50279E-05
Pazartesi;-0,000729112
Salı;0,00748377
Çarşamba;0,00775408
Perşembe;0,002248788
Cuma;0,012731169
Pazartesi;0,012938479
Salı;0,004921075
Çarşamba;-0,002116327
Perşembe;0,004950204
Cuma;0,006382515
Pazartesi;-0,017109002
Salı;0,014727448
Çarşamba;0,008991675
Perşembe;0,005865697
Cuma;2,10376E-05
Pazartesi;0,009255577
Salı;0,014074148
Çarşamba;0,013757191
Perşembe;-0,002157863
Pazartesi;0,012590379
Salı;-0,003933017
Çarşamba;0,010591155
Perşembe;0,011111005
Cuma;0,011995508
Pazartesi;-0,002873117
Salı;0,008646334
Çarşamba;0,006272517
Perşembe;-0,008165203
Cuma;-0,014399045
Pazartesi;0,020953234
Salı;0,005279052
Çarşamba;0,002769307
Perşembe;-0,011394199
Cuma;-0,00589526
Pazartesi;-0,001453291
Salı;-0,002665524
Çarşamba;-0,046033748
Perşembe;0,021124981
Cuma;-0,016737891
Pazartesi;0,012812475
Salı;0,012637158
Çarşamba;0,014529087
Perşembe;0,000879923
Cuma;-0,005048883
Pazartesi;0,005055398
Salı;0,005937087
Çarşamba;0,00197984
Perşembe;-0,00098296
Cuma;-0,004636798
Pazartesi;0,015511787
Salı;-0,012668792
Çarşamba;-0,001446451
Perşembe;0,003770656
Cuma;0,008967631
Pazartesi;-0,006255344
Salı;-0,021346954
Çarşamba;-0,023220899
Perşembe;0,003493506
Cuma;-0,011366523
Pazartesi;0,037392146
Salı;0,000896518
Çarşamba;0,001457579
Perşembe;0,004555104
Cuma;0,002558426
Pazartesi;-0,007623114
Salı;0,012262203
Çarşamba;0,010141091
Perşembe;-0,005414198
Cuma;0,000578057
Pazartesi;-0,001233592
Salı;0,009565349
Çarşamba;-0,005305628
Perşembe;-0,00718272
Cuma;-0,014247364
Pazartesi;-0,103067514
Salı;-0,001320429
Çarşamba;0,026104109
Perşembe;-0,013888024
Cuma;-0,008795271
Pazartesi;0,007510703
Salı;0,002309602
Çarşamba;-0,002912986
Perşembe;0,024718374
Cuma;0,002541351
Pazartesi;0,008265344
Salı;-0,015000369
Çarşamba;-0,001902427
Perşembe;-0,000945513
Cuma;-0,016592368
Pazartesi;-0,01251664
Salı;0,001786311
Çarşamba;0,02211343
Perşembe;-0,001015283
Cuma;0,000269896
Pazartesi;-0,022195449
Salı;-0,008722024
Çarşamba;-0,025812432
Perşembe;0,010965752
Pazartesi;0,021220663
Salı;0,013015368
Çarşamba;-0,004384598
Perşembe;0,011200398
Cuma;-0,002643482
Pazartesi;0,016552523
Salı;-0,00345387
Çarşamba;0,002644338
Perşembe;0,005428899
Cuma;0,009480528
Pazartesi;0,013486386
Salı;-0,011033332
Çarşamba;-0,002453054
Pazartesi;0,008924005
Salı;0,003651568
Perşembe;-0,006702461
Cuma;0,001392307
Pazartesi;0,000234158
Salı;-0,036436509
Çarşamba;0,018987017
Perşembe;-0,008465652
Cuma;0,004955792
Pazartesi;-0,001104642
Salı;0,008098119
Çarşamba;-0,000915198
Perşembe;-0,001818907
Cuma;0,003355403
Pazartesi;0,009826434
Salı;0,000352372
Çarşamba;0,001090874
Perşembe;0,005168895
Cuma;0,00286543
Pazartesi;-0,004535
Salı;-0,008070991
Çarşamba;-0,007829204
Perşembe;-0,012061465
Cuma;-0,016462597
Pazartesi;0,005348488
Salı;0,008068781
Çarşamba;-0,005333915
Perşembe;0,00600043
Cuma;-0,013508849
Pazartesi;-0,013460789
Salı;-0,001151218
Çarşamba;-0,01123908
Perşembe;0,012047985
Cuma;0,002829659
Pazartesi;0,011533687
Salı;-0,007249907
Çarşamba;0,005769607
Perşembe;-0,012737366
Cuma;0,003852785
Pazartesi;-0,015589441
Salı;-0,007485796
Çarşamba;0,015040315
Cuma;-0,002907862
Pazartesi;-0,008611884
Pazartesi;-0,001836561
Salı;0,007708647
Çarşamba;0,000882256
Perşembe;0,022446889
Cuma;0,000912176
Pazartesi;0,004827121
Salı;0,006523171
Çarşamba;0,003535738
Perşembe;0,012637311
Cuma;0,002079162
Pazartesi;-0,001499632
Salı;0,003379712
Çarşamba;-0,018671132
Perşembe;0,023529014
Cuma;0,002199095
Pazartesi;0,005243063
Salı;0,004415593
Çarşamba;-0,008312543
Perşembe;-0,006734871
Cuma;0,003307347
Pazartesi;0,010124193
Salı;0,00448514
Çarşamba;-0,008625734
Perşembe;-0,003294487
Cuma;0,006681026
Salı;0,009446202
Çarşamba;0,001398412
Perşembe;0,003379331
Cuma;-0,007090087
Pazartesi;0,004110912
Salı;-0,013640951
Çarşamba;-0,014464056
Perşembe;0,013040108
Cuma;-0,009649413
Pazartesi;-0,000305874
Salı;-0,002680397
Çarşamba;-0,007318812
Perşembe;-0,004180161
Cuma;0,000986798
Pazartesi;-0,019578478
Salı;-0,004536429
Çarşamba;0,015646186
Perşembe;-0,004272111
Cuma;-0,012045484
Pazartesi;0,005085697
Salı;-0,005743104
Çarşamba;0,005872431
Perşembe;0,010342049
Cuma;-0,003511587
Pazartesi;-0,00507185
Salı;-0,001952607
Çarşamba;-0,014446537
Perşembe;0,018226257
Cuma;0,000772831
Pazartesi;0,013005193
Salı;0,000367086
Çarşamba;-0,002317727
Perşembe;-0,001267127
Cuma;-0,001552471
Pazartesi;0,005758241
Salı;0,008533704
Çarşamba;0,002061028
Perşembe;0,015663947
Cuma;0,016700271
Pazartesi;0,008745843
Salı;0,010839077
Çarşamba;0,006637083
Perşembe;0,001834748
Pazartesi;0,009338406
Salı;-0,002130731
Çarşamba;0,009077749
Perşembe;0,018343615
Cuma;0,005013843
Pazartesi;0,015632514
Salı;0,004404228
Çarşamba;0,005216496
Perşembe;0,000597079
Cuma;0,008236451
Pazartesi;0,038310696
Salı;-0,009970302
Çarşamba;0,012639293
Perşembe;0,017329524
Cuma;0,000259052
Pazartesi;0,010392872
Salı;0,016429562
Çarşamba;0,015424871
Perşembe;0,003816578
Cuma;-0,023818861
Pazartesi;0,01806364
Salı;0,000475343
Çarşamba;0,026044204
