Gün;Getiri
Salı;-0,00822763
Çarşamba;0,002782654
Perşembe;-0,009427944
Cuma;-7,04826E-05
Pazartesi;0,001000388
Salı;-0,000831238
Çarşamba;0,025823325
Perşembe;0,008765808
Cuma;-0,005885543
Pazartesi;0,025408881
Salı;0,008058876
Çarşamba;-0,019162567
Perşembe;0,015207737
Cuma;-0,003636828
Pazartesi;0,011741974
Salı;0,001858087
Çarşamba;0,010907318
Perşembe;0,000520779
Cuma;0,004713713
Pazartesi;0,003788594
Salı;0,00256498
Çarşamba;0,013489442
Perşembe;0,003638373
Cuma;0,004482189
Pazartesi;0,009166726
Salı;-0,013572992
Çarşamba;0,004267683
Perşembe;0,024984814
Cuma;0,019060947
Pazartesi;0,005530655
Salı;-0,019822771
Çarşamba;-0,017046358
Perşembe;0,012044018
Cuma;-2,4583E-05
Pazartesi;-0,000135217
Salı;0,004770703
Çarşamba;0,014382096
Perşembe;0,004212154
Cuma;-0,010976581
Pazartesi;0,01821601
Salı;-0,010896971
Çarşamba;-0,017668798
Perşembe;-0,004253861
Cuma;0,016338416
Pazartesi;0,017851396
Salı;-0,003196034
Çarşamba;0,023339922
Perşembe;0,001026347
Cuma;-0,002474353
Pazartesi;0,008969505
Salı;-0,001077667
Çarşamba;-0,00816065
Perşembe;0,001413378
Cuma;0,001842566
Pazartesi;-0,008424157
Salı;0,007573267
Çarşamba;-0,00446445
Perşembe;0,001217428
Cuma;-0,001756379
Pazartesi;-0,017711715
Salı;-0,03347796
Çarşamba;-0,021028739
Perşembe;-0,008653791
Cuma;-0,004214768
Pazartesi;0,008816674
Salı;-0,003293978
Çarşamba;0,002863843
Perşembe;-0,009203533
Cuma;-0,006354434
Pazartesi;-0,010438832
Salı;0,003590947
Çarşamba;-0,000427126
Cuma;-0,011536436
Pazartesi;0,005329027
Salı;0,034177243
Çarşamba;-0,01045288
Perşembe;-0,007315938
Cuma;-8,97062E-05
Pazartesi;0,006463833
Salı;-0,009364394
Çarşamba;-0,009920127
Perşembe;-0,009953966
Cuma;0,024183394
Pazartesi;0,005793345
Salı;-0,005550218
Çarşamba;0,008599272
Perşembe;-0,014322005
Cuma;-0,010672874
Pazartesi;-0,004601725
Salı;-0,010164638
Çarşamba;0,00627646
Perşembe;-0,02074172
Cuma;0,010113142
Pazartesi;0,027356335
Salı;0,00010319
Çarşamba;-0,0034109
Perşembe;0,009313657
Cuma;-0,034224368
Pazartesi;-0,002723766
Salı;0,023250439
Çarşamba;-0,002824769
Perşembe;0,00136782
Cuma;0,014667283
Pazartesi;0,005577602
Cuma;-0,004718468
Pazartesi;0,015465734
Salı;0,023782586
Çarşamba;0,002215876
Perşembe;0,015472025
Cuma;0,00284134
Pazartesi;-0,07347013
Salı;-0,010187111
Çarşamba;-0,016878764
Perşembe;-0,045168704
Cuma;0,001995354
Pazartesi;0,033393091
Salı;-0,00656015
Çarşamba;0,018647399
Perşembe;0,002235232
Cuma;0,002150681
Pazartesi;0,017171302
Salı;-0,011907088
Çarşamba;-0,016654193
Perşembe;0,020892994
Cuma;-0,000788478
Pazartesi;0,022270087
Salı;0,009545574
Çarşamba;-0,00727248
Perşembe;0,013733575
Cuma;-0,010237717
Pazartesi;0,003114194
Salı;-0,009809273
Çarşamba;0,005659121
Perşembe;-0,002267502
Cuma;0,002241909
Pazartesi;-0,002472791
Salı;-0,007972377
Çarşamba;-0,015875211
Perşembe;0,008815931
Cuma;0,004288227
Pazartesi;-0,013064745
Çarşamba;-0,001985706
Perşembe;-0,001514942
Cuma;0,013500536
Pazartesi;0,011740806
Salı;0,002606124
Çarşamba;-0,004523325
Perşembe;0,00257258
Cuma;-0,010187503
Cuma;-0,013510011
Pazartesi;0,021485494
Salı;-0,00461984
Çarşamba;0,007769206
Perşembe;0,023842055
Cuma;-0,000501404
Pazartesi;-0,03873134
Salı;0,005653514
Çarşamba;0,006677929
Perşembe;-0,007767155
Cuma;-0,007671056
Pazartesi;0,009589373
Salı;-0,002164854
Çarşamba;0,010276893
Perşembe;0,000526488
Cuma;0,001039321
Pazartesi;-0,001809886
Salı;-0,002456925
Çarşamba;-0,002359693
Perşembe;-0,008439744
Cuma;0,009639628
Pazartesi;-0,001496852
Salı;0,011580712
Çarşamba;0,011044225
Perşembe;0,000530096
Cuma;-0,005161432
Pazartesi;0,013717567
Salı;-0,006274885
Çarşamba;-0,00044072
Perşembe;-0,008334594
Cuma;-0,005169615
Pazartesi;0,002588148
Salı;-0,014195731
Çarşamba;-0,00332469
Perşembe;-0,006382738
Cuma;-0,031987252
Pazartesi;0,018873644
Salı;0,009023409
Çarşamba;-0,002084194
Perşembe;0,001979433
Cuma;-0,015653572
Pazartesi;-0,010094141
Salı;0,009788137
Çarşamba;-0,005229816
Perşembe;0,005030198
Cuma;0,006672218
Pazartesi;-0,001256755
Salı;0,003541324
Çarşamba;-0,010275266
Perşembe;-0,011311519
Cuma;0,0022887
Pazartesi;0,008396265
Salı;-0,010523238
Çarşamba;-0,00283401
Perşembe;-0,020135137
Cuma;0,011938926
Pazartesi;0,002843713
Salı;0,024599819
Çarşamba;0,007896307
Perşembe;-0,001342459
Cuma;-0,002663925
Pazartesi;0,006751491
Salı;0,009854225
Çarşamba;-0,001481713
Perşembe;0,010326179
Cuma;-0,001146398
Pazartesi;-0,005583285
Salı;0,008388986
Çarşamba;-0,002432011
Perşembe;-0,002760865
Cuma;-0,005609659
Pazartesi;0,000727273
Salı;-0,004280322
Çarşamba;0,011008429
Perşembe;0,00370695
Cuma;0,003885243
Pazartesi;-0,004939295
Salı;-0,014717961
Çarşamba;-0,006205752
Perşembe;0,003173149
Cuma;0,009394634
Pazartesi;0,003715191
Salı;0
Çarşamba;0,003521199
Perşembe;0,040672113
Cuma;0,007794886
Pazartesi;0,002303414
Salı;0,007935437
Çarşamba;0,005038099
Perşembe;-0,005803298
Cuma;0,009276403
Pazartesi;-0,000228757
Salı;0,013871175
Çarşamba;-0,01290834
Perşembe;0,008373563
Cuma;0
Pazartesi;0,028355764
Salı;0,000672331
Çarşamba;0,006376217
Perşembe;0,006267166
Cuma;0,011320897
Pazartesi;-0,01173291
Salı;0,001361284
Çarşamba;0,008786463
Perşembe;0,006562066
Cuma;-0,015394256
Pazartesi;0,012553345
Salı;-0,005615321
Çarşamba;-0,002273193
Perşembe;0,003464554
Cuma;0,007264871
Pazartesi;-0,002728023
Salı;0,004246626
Çarşamba;-0,004890261
Perşembe;0,006832957
Cuma;-0,009921387
Pazartesi;-0,005601555
Salı;-0,003275455
Çarşamba;0,020838094
Perşembe;0,006850641
Cuma;-0,002360067
Pazartesi;0,014637889
Salı;-0,002540431
Çarşamba;-0,014742445
Perşembe;-0,005400936
Cuma;0,006808003
Pazartesi;-0,002021884
Salı;-0,003281684
Çarşamba;0,003460579
Perşembe;0,009147932
Cuma;0,002467375
Pazartesi;0,004531605
Salı;-0,003261567
Çarşamba;-0,008835243
Perşembe;-0,000501189
Cuma;0,006872193
Pazartesi;-0,00764117
Salı;0,005414824
Çarşamba;-0,010164365
Perşembe;0,000134415
Cuma;-0,003759213
Pazartesi;-0,003130351
Salı;-0,000631762
Çarşamba;0,00477344
Perşembe;-0,004028905
Cuma;-0,002054455
Pazartesi;0,030524744
Salı;-0,003689393
Çarşamba;0,00052789
Perşembe;-0,011956586
Cuma;0,00214522
Pazartesi;0,006529533
Salı;0,007910912
Çarşamba;-0,006257637
Perşembe;0,013509063
Cuma;0,004174285
Pazartesi;0,014810153
Salı;0,008830548
Çarşamba;-0,001194775
Perşembe;-0,00254232
Cuma;0,003948411
Salı;-0,00316384
Çarşamba;-0,00523859
Perşembe;-0,008828261
Cuma;0,009520519
Pazartesi;-0,001011925
Salı;0,015754518
Çarşamba;0,009095861
Perşembe;-0,011290813
Cuma;-0,001241387
Pazartesi;0,006212504
Salı;0,00598698
Çarşamba;-0,004554772
Perşembe;-0,006056433
Pazartesi;0,013083138
Salı;0,013569344
Çarşamba;0,006090892
Perşembe;-0,006131828
Cuma;-0,001843828
Pazartesi;0,001976862
Salı;-0,003875457
Çarşamba;0,001990867
Perşembe;-0,001805981
Cuma;0,015308553
Pazartesi;-0,006860881
Salı;0,001424763
Çarşamba;-0,00729785
Perşembe;0,003691305
Cuma;0,009800963
Pazartesi;0,005030633
Salı;-0,001428989
Çarşamba;0,003377974
Perşembe;-0,009063796
Cuma;-0,00552482
Pazartesi;0,011532845
Salı;-0,000634438
Çarşamba;0,001218168
Perşembe;0,006838422
Cuma;-0,004336273
Çarşamba;0,009777514
Perşembe;-0,004262785
Cuma;0,002492151
Pazartesi;0,000816075
Salı;0,006801196
Çarşamba;-0,004595159
Perşembe;-0,001162034
Cuma;-0,005410778
Pazartesi;0,010070619
Salı;0,020423659
Çarşamba;0,006058194
Perşembe;0,003845789
Cuma;0,009227043
Pazartesi;0,009849034
Salı;-0,004709
Çarşamba;0,015952594
Perşembe;-0,00636927
Cuma;0,001001971
Pazartesi;-0,001236221
Salı;0,003087693
Çarşamba;0,001540279
Perşembe;0,011002068
Cuma;-0,006404701
Pazartesi;-0,001570406
Salı;-0,012954252
Çarşamba;0,003554774
Perşembe;0,005887353
Cuma;0,012897781
Pazartesi;0,011322639
Salı;-0,001294322
Çarşamba;-0,008463372
Perşembe;-0,008452121
Cuma;-0,007794678
Pazartesi;0,023779411
Salı;-0,024246972
Çarşamba;-0,000477137
Perşembe;-0,000346301
Cuma;0,003522924
Pazartesi;0,013094614
Salı;-0,000193362
Çarşamba;0,003300439
Perşembe;0,001843133
Cuma;0,00549088
Pazartesi;0,005315899
Salı;0,000751938
Perşembe;-0,003747175
Salı;-0,010389205
Çarşamba;0,006764792
Perşembe;0,001194411
Cuma;-0,01183359
Pazartesi;0,009233235
Salı;-0,003001082
Çarşamba;-0,008965203
Perşembe;0,000813309
Cuma;-0,004648458
Pazartesi;-0,011265911
Salı;-0,015294477
Çarşamba;0,003862221
Perşembe;-0,012640799
Cuma;0,001172378
Pazartesi;-0,017956518
Salı;0,016091599
Çarşamba;-0,026431367
Perşembe;0,014058279
Cuma;0,0025005
Pazartesi;0,009891832
Salı;-0,000221325
Çarşamba;0,006140404
Perşembe;-0,002049004
Cuma;-0,001889952
Pazartesi;-0,027640672
Salı;0,020480266
Çarşamba;0,004073168
Perşembe;0,020177277
Cuma;0,002771521
Pazartesi;0,002331924
Salı;0,004843895
Çarşamba;-0,000607712
Perşembe;0,014004687
Cuma;0,000507092
Pazartesi;-0,010992177
Salı;-0,000904391
Çarşamba;0,010660656
Perşembe;-0,009458089
Cuma;0,005101791
Pazartesi;0,005389403
Salı;0,015333542
Çarşamba;0,025820664
Perşembe;-0,000256616
Cuma;-0,015177207
Pazartesi;0,025487166
Salı;-0,016729031
Çarşamba;-0,003363567
Perşembe;-0,014846699
Cuma;-0,01183435
Pazartesi;-0,00081723
Salı;0,011762263
Çarşamba;-0,022317498
Perşembe;-0,006893559
Cuma;-0,006922585
Pazartesi;-0,022146886
Salı;0,012965092
Çarşamba;0,006589934
Perşembe;-0,008891475
Cuma;-0,004647731
Pazartesi;0,002111812
Salı;-0,026032762
Çarşamba;0,002680888
Perşembe;0,015916895
Cuma;-0,004095543
Pazartesi;0,015864377
Salı;0,009883045
Çarşamba;-0,009037516
Perşembe;0,010805198
Cuma;0,013742875
Pazartesi;0,011378574
Salı;-0,000980729
Çarşamba;-0,008250431
Perşembe;0,013892492
Cuma;-0,003068552
Pazartesi;0,008361542
Salı;-0,00064421
Çarşamba;0,002520035
Perşembe;0,007369456
Cuma;-0,001555959
Pazartesi;0,005976757
Salı;0,002162917
Çarşamba;0,001275892
Perşembe;0,020562874
Cuma;0,007423461
Salı;0,018818972
Çarşamba;-0,012604202
Perşembe;-0,004845762
Cuma;0,009882516
Pazartesi;-0,00285907
Salı;-0,011083942
Çarşamba;-0,012545438
Perşembe;0,009898989
Cuma;-0,000645263
Pazartesi;-0,02192289
Salı;0,019940902
Çarşamba;0,018830829
Perşembe;0,00225317
Cuma;-0,014732835
Pazartesi;0,017970894
Salı;0,009888255
Çarşamba;0,010485376
Perşembe;-0,008763886
Cuma;0,017534485
Pazartesi;0,001184035
Salı;-0,012842257
Çarşamba;0,001892544
Perşembe;-0,004065847
Cuma;-0,007800582
Pazartesi;-0,010775856
Salı;-0,012018568
Çarşamba;0,000978241
Perşembe;-0,011364846
Cuma;-0,005916086
Pazartesi;0,010787629
Salı;-0,002860683
Çarşamba;-0,009116137
Perşembe;0,024130289
Cuma;0,002449118
Pazartesi;-0,005413257
Salı;-0,021360078
Çarşamba;0,025098271
Perşembe;0,004503411
Cuma;0,005803005
Pazartesi;0,010757024
Salı;0,000336666
Çarşamba;0,001000913
Perşembe;-0,011150536
Cuma;-0,006593027
Pazartesi;0,00074421
Salı;-0,002020064
Çarşamba;0,001130369
Perşembe;-0,00235638
Cuma;0,00298096
Pazartesi;0,012714448
Salı;-0,001216843
Çarşamba;-0,00571527
Perşembe;-0,003330568
Cuma;0,000119445
Pazartesi;-0,015180851
Salı;0,008469876
Çarşamba;0,010415203
Perşembe;-0,004608951
Cuma;-0,004338661
Pazartesi;-0,001570661
Salı;-0,001917315
Çarşamba;-0,017957639
Perşembe;0,006254006
Cuma;0,000739854
Pazartesi;-0,004255103
Salı;0,001327302
Çarşamba;-0,005407547
Perşembe;0,008491952
Cuma;-0,001828584
Pazartesi;-0,013883871
Salı;-0,02182613
Çarşamba;-0,013274974
Perşembe;0,008948157
Cuma;-0,00574058
Pazartesi;0,009841563
Salı;-0,017709741
Çarşamba;0,030376718
Perşembe;0,000205155
Cuma;-0,010670163
Salı;-0,007900815
Çarşamba;-0,024447093
Perşembe;-0,003600481
Cuma;0,005581739
Pazartesi;-0,031442393
Çarşamba;0,004239058
Perşembe;-0,017502313
Cuma;-0,003016916
Pazartesi;-0,017035283
Salı;-0,015003028
Çarşamba;0,014159971
Perşembe;0,015751303
Cuma;-0,005180369
Pazartesi;0,014794005
Salı;-0,017861975
Çarşamba;0,006067825
Perşembe;-0,00283296
Cuma;0,00529669
Pazartesi;-0,001485333
Salı;0,010409363
Çarşamba;-0,013994966
Perşembe;-0,007427508
Cuma;0,020182932
Pazartesi;0,031710846
Salı;-0,013343737
Çarşamba;-0,011905472
Perşembe;-0,031461467
Cuma;-0,01482339
Pazartesi;0,000796287
Salı;-0,014482196
Çarşamba;-0,011980748
Perşembe;0,020135665
Cuma;-0,02825895
Pazartesi;0,008154322
Salı;-0,014106752
Çarşamba;-0,019088349
Perşembe;0,011018692
Pazartesi;-0,015971851
Salı;0,014871194
Çarşamba;0,001217002
Perşembe;0,005326764
Cuma;0,008328624
Pazartesi;-0,01942545
Salı;0,00424593
Çarşamba;0,016253516
Perşembe;0,002830652
Cuma;0,003040257
Pazartesi;0,002617789
Salı;-0,00191352
Çarşamba;0,006624796
Perşembe;0,019019863
Cuma;-0,003669803
Pazartesi;0,00524278
Salı;-0,030463466
Çarşamba;-0,053178381
Perşembe;-0,018998692
Cuma;0,003644087
Pazartesi;-0,001714522
Salı;0,020797556
Çarşamba;0,007523737
Perşembe;0,007349284
Cuma;0,011534992
Pazartesi;0,012915533
Salı;-0,033838236
Çarşamba;0,034509539
Perşembe;-0,00580486
Cuma;0,008067186
Pazartesi;0,005976768
Salı;0,008223339
Çarşamba;0,002667863
Perşembe;-0,027829116
Cuma;0,01122266
Pazartesi;-0,015133282
Salı;0,020879735
Çarşamba;0,008419031
Perşembe;0,002173477
Cuma;-0,023371265
Pazartesi;-0,024038466
Salı;0,007888103
Çarşamba;-0,03436712
Perşembe;-0,035177184
Cuma;0,018103953
Pazartesi;0,016219804
Pazartesi;0,012101321
Salı;0,027903361
Çarşamba;-0,006262444
Cuma;-0,005999889
Pazartesi;0,012784212
Salı;-0,007771077
Çarşamba;-0,004280037
Perşembe;-0,000301799
Cuma;0,005493545
Pazartesi;-0,017040829
Salı;0,007507355
Çarşamba;-0,001754995
Perşembe;0,023489395
Cuma;0,003605055
Pazartesi;-0,004357305
Salı;0,005696636
Çarşamba;0,017933438
Perşembe;-0,005012334
Cuma;0,019237208
Pazartesi;0,015784872
Salı;-0,002564891
Çarşamba;-0,001441235
Perşembe;0,011531956
Cuma;-0,003415631
Pazartesi;-0,014307981
Salı;-0,003823124
Çarşamba;-0,009961741
Perşembe;-0,028079159
Cuma;0,004076466
Pazartesi;0,012609477
Salı;0,006690237
Çarşamba;-0,023968967
Perşembe;0,003245435
Cuma;0,019947894
Pazartesi;0,020216985
Salı;-0,001674303
Çarşamba;0,005317626
Perşembe;-0,015648465
Cuma;-0,010303893
Pazartesi;-0,01855267
Salı;-0,012894078
Çarşamba;-0,008347662
Perşembe;0,011328162
Cuma;-0,0347965
Salı;-0,006004161
Çarşamba;0,002230843
Perşembe;0,023945763
Cuma;0,018616161
Pazartesi;0,01920394
Salı;-0,012796751
Çarşamba;0,008043319
Perşembe;-0,021027341
Cuma;-0,007158795
Pazartesi;-0,015129111
Salı;0,013727857
Çarşamba;0,006215207
Perşembe;0,00010719
Cuma;0,003413356
Pazartesi;0,010149566
Salı;-0,030981179
Çarşamba;0,011085073
Perşembe;-0,000852501
Cuma;0,004029483
Pazartesi;0,010258695
Salı;-0,004747207
Çarşamba;0,005906578
Perşembe;0,011152512
Cuma;0,003043951
Pazartesi;-0,004643109
Salı;-0,011585799
Çarşamba;0,000958211
Perşembe;-0,012238037
Cuma;0,009349971
Pazartesi;-0,015834587
Salı;-0,004629739
Çarşamba;-0,019247014
Perşembe;0,01472706
Cuma;-0,009432995
Pazartesi;-0,006282882
Salı;0,012285004
Çarşamba;0,016109091
Perşembe;-0,007581093
Cuma;7,6205E-05
Pazartesi;-0,003642554
Salı;-0,007644383
Çarşamba;0,001891857
Perşembe;-0,000296741
Cuma;-0,005953383
Pazartesi;0,009190786
Çarşamba;-0,026703782
Perşembe;-0,016634523
Cuma;0,016251847
Pazartesi;0,012529389
Salı;0,008259203
Çarşamba;0,005059014
Perşembe;0,000427742
Cuma;0,005369566
Pazartesi;0,003994759
Salı;0,012082619
Çarşamba;0,023735896
Perşembe;0,014628723
Cuma;0,016776992
Pazartesi;-0,005091401
Salı;0,017426769
Çarşamba;0,004644235
Perşembe;0,016175476
Cuma;0,000265259
Pazartesi;-0,005032238
Salı;0,027345073
Çarşamba;0,000873794
Perşembe;-0,001104373
Cuma;-0,010985034
Pazartesi;-0,006647457
Salı;0,001885659
Çarşamba;0,001326622
Perşembe;0,001947724
Cuma;-0,003235303
Pazartesi;0,018787385
Salı;-0,006081967
Çarşamba;-0,020603626
Perşembe;0,004750323
Cuma;0,005711651
Pazartesi;-0,009645748
Salı;0,000127782
Çarşamba;0,002248262
Perşembe;0,005115801
Cuma;0,006728925
Pazartesi;0,011025768
Salı;0,007182045
Çarşamba;-0,008995248
Perşembe;0,003728361
Cuma;-0,012156244
Pazartesi;0,008927081
Salı;-0,004443939
Çarşamba;-0,002683607
Perşembe;-0,011373922
Cuma;-0,007310369
Pazartesi;-0,006798848
Salı;0,008599507
Çarşamba;0,004668552
Perşembe;0,002296841
Cuma;0,008476934
Pazartesi;0,012419652
Salı;0,002549451
Çarşamba;-0,014911023
Perşembe;0,000948152
Cuma;-0,035163505
Pazartesi;-0,005111454
Salı;-0,019796788
Çarşamba;-0,058399335
Perşembe;0,002880828
Cuma;0,017902191
Pazartesi;0,003374408
Salı;-0,006054358
Çarşamba;0,009660986
Perşembe;0,040425054
Cuma;0,00452517
Pazartesi;-0,018441377
Salı;0,011859933
Çarşamba;-0,011478476
Perşembe;-0,009757287
Cuma;-0,00099974
Pazartesi;-0,008212675
Salı;0,016844061
Çarşamba;0,0142968
Perşembe;-0,013501735
Cuma;-0,000258069
Pazartesi;-0,009418473
Çarşamba;0,001967777
Perşembe;-0,017237013
Cuma;0,003000816
Pazartesi;-0,002619932
Salı;0,009276143
Perşembe;-0,013049052
Cuma;-0,002477078
Pazartesi;-0,010314223
Salı;-0,016263694
Çarşamba;-0,013314897
Perşembe;-0,017725293
Cuma;-0,001726678
Pazartesi;-0,025742772
Salı;0,019965553
Çarşamba;-0,00733172
Perşembe;-0,002016222
Cuma;-0,004689664
Pazartesi;-0,000288073
Salı;-0,016980784
Çarşamba;-0,019351434
Perşembe;0,010946737
Cuma;0,017297171
Pazartesi;-0,006141602
Salı;0,01431058
Çarşamba;0,004690634
Perşembe;0,031899227
Cuma;0,006400837
Pazartesi;-0,002697088
Cuma;0,037614056
Pazartesi;0,003129127
Salı;-0,013663154
Çarşamba;-0,002372839
Perşembe;-0,022993034
Cuma;0,003155203
Pazartesi;0,015986179
Salı;0,021119577
Çarşamba;0,000265304
Perşembe;-0,000912942
Cuma;-0,001445425
Pazartesi;0,012262051
Salı;0,002507832
Çarşamba;-0,00620232
Perşembe;0,007793993
Cuma;0,009497202
Pazartesi;0,033139139
Salı;0,004651474
Çarşamba;-0,008398358
Perşembe;0,0001912
Cuma;0,002542498
Pazartesi;-0,009479222
Salı;-0,019273662
Çarşamba;0,018158496
Perşembe;0,008293354
Cuma;-0,023491696
Salı;0,009532374
Çarşamba;0,01797515
Perşembe;0,017480532
Cuma;0,002782491
Pazartesi;-0,007490007
Salı;0,014407674
Çarşamba;0,008747077
Perşembe;-0,013742175
Cuma;0,007731318
Pazartesi;0,005198596
Salı;-0,006668018
Çarşamba;-0,005899376
Perşembe;-0,001784472
Cuma;-0,022036917
Pazartesi;-0,01014367
Salı;0,009190156
Çarşamba;-0,015462765
Perşembe;0,011679912
Cuma;0,001983758
Perşembe;-0,028841088
Cuma;-0,008787814
Pazartesi;-0,004690617
Salı;0,007798574
Çarşamba;-0,005324882
Perşembe;-0,001340904
Cuma;0,018230199
Pazartesi;-0,000494209
Salı;-0,011091031
Çarşamba;-0,001271244
Perşembe;0,008410129
Pazartesi;0,01666184
Salı;0,00489936
Çarşamba;0,012579162
Perşembe;0,002006439
Cuma;-0,012957801
Pazartesi;0,01621343
Salı;0,006025249
Çarşamba;0,006980608
Perşembe;0,005137777
Cuma;0,006082181
Pazartesi;-0,004687311
Salı;-0,011203967
Çarşamba;0,004749809
Perşembe;-0,01573185
Cuma;-0,001017071
Pazartesi;-0,002157218
Salı;0,018091523
Çarşamba;0,007541669
Perşembe;-0,006628951
Cuma;0,031022518
Pazartesi;-0,001132336
Salı;-0,01106708
Çarşamba;-0,003548941
Perşembe;-0,007028867
Cuma;0,006594027
Pazartesi;-0,004562701
Salı;-0,011071521
Çarşamba;-0,021935493
Perşembe;-0,008758856
Cuma;0,002507483
Pazartesi;-0,052310004
Salı;0,013496366
Çarşamba;-0,011837832
Perşembe;0,008030387
Cuma;0,036411676
Pazartesi;-0,011147613
Salı;0,005757918
Çarşamba;0,019214335
Perşembe;0,005606343
Cuma;-0,001296357
Pazartesi;-0,003778984
Çarşamba;-0,011544983
Perşembe;-0,002262112
Cuma;-6,09347E-05
Pazartesi;0,016368956
Salı;0,004356654
Çarşamba;0,006138791
Perşembe;0,023451399
Cuma;-0,00378332
Pazartesi;-0,000339359
Salı;0,008247669
Çarşamba;0,00819928
Perşembe;-0,010038002
Cuma;0,015289955
Pazartesi;0,013815681
Salı;0,006372033
Çarşamba;-0,006943111
Perşembe;0,000187275
Cuma;-0,002033807
Pazartesi;-0,011379092
Salı;0,00568686
Çarşamba;-0,001312392
Perşembe;0,0120394
Cuma;-0,002074476
Pazartesi;0,010237028
Salı;-0,011303974
Çarşamba;0,00849458
Perşembe;0,008855669
Cuma;0,001930787
Pazartesi;-0,000762675
Salı;-0,007149576
Çarşamba;-0,00082433
Perşembe;0,02011653
Cuma;0,00328208
Pazartesi;0,005857338
Salı;-0,000468047
Çarşamba;-0,004502622
Perşembe;0,000217024
Cuma;0,005212478
Pazartesi;0,008936626
Salı;0,008680733
Çarşamba;0,001554208
Perşembe;0,002854854
Cuma;0,000272723
Pazartesi;0,009368037
Salı;-0,00287112
Perşembe;0,013084226
Cuma;-0,019581143
Pazartesi;-0,020178652
Salı;0,010597698
Çarşamba;0,002448155
Perşembe;0,044310004
Cuma;0,005696095
Pazartesi;0,013268623
Salı;0,009715724
Çarşamba;-0,003994031
Perşembe;0,000512524
Cuma;0,00390967
Pazartesi;0,009381662
Salı;0,007604352
Çarşamba;-0,006569168
Perşembe;-0,001687819
Cuma;-0,003253205
Pazartesi;-0,01644334
Salı;-0,002900582
Çarşamba;-0,000943668
Perşembe;0,001344249
Cuma;-0,005941689
Pazartesi;0,000864156
Salı;0,02397175
Çarşamba;0,001513559
Perşembe;-0,000302529
Cuma;-0,010431703
Pazartesi;-0,022335767
Salı;0,012228253
Çarşamba;0,002093002
Perşembe;0,004089951
Cuma;-0,003240659
Pazartesi;0,005320773
Salı;-0,010134632
Çarşamba;-0,00316623
Perşembe;-0,030269985
Cuma;0,010212115
Pazartesi;-0,017615667
Salı;-0,003700572
Çarşamba;0,007022892
Perşembe;-0,042144816
Cuma;-0,040890675
Pazartesi;0,012339353
Salı;0,035671488
Çarşamba;-0,003801943
Perşembe;0,009254334
Cuma;-0,019999221
Pazartesi;-0,057043029
Salı;-0,024059385
Çarşamba;-0,000960258
Perşembe;-0,075336863
Cuma;0,020778157
Pazartesi;-0,084161843
Salı;-0,012710143
Çarşamba;-0,013936578
Perşembe;-0,004473809
Cuma;0,007029639
Pazartesi;-0,018231295
Salı;0,05810361
Çarşamba;-0,002500716
Perşembe;0,027300952
Cuma;-0,037888675
Pazartesi;-0,000749217
Salı;0,017839227
Çarşamba;-0,006255301
Perşembe;0,004770553
Cuma;0,000469106
Pazartesi;0,02772939
Salı;0,003372136
Çarşamba;0,009083772
Perşembe;0,027601602
Cuma;0,006624917
Pazartesi;-0,000746617
Salı;0,022068205
Çarşamba;-0,027727401
Perşembe;0,004101951
Cuma;0,019863945
Pazartesi;0,007771718
Salı;-0,0135021
Çarşamba;0,005638709
Cuma;0,005971683
Pazartesi;0,025078054
Salı;-0,005545282
Çarşamba;0,008779011
Perşembe;-0,004785288
Pazartesi;-0,022686417
Salı;-0,001052738
Çarşamba;-0,001692777
Perşembe;-0,001746459
Cuma;-0,005646047
Pazartesi;-0,00054182
Salı;0,01848002
Çarşamba;0,005436129
Perşembe;-0,009691476
Cuma;0,005780043
Pazartesi;0,021958642
Çarşamba;0,001714502
Perşembe;0,004794767
Cuma;0,003646569
Çarşamba;0,018560188
Perşembe;0,003860899
Cuma;0,001517451
Pazartesi;0,016411222
Salı;0,007717241
Çarşamba;0,009336741
Perşembe;0,003896679
Cuma;0,004417954
Pazartesi;-0,003505437
Salı;-0,003655075
Çarşamba;0,00494942
Perşembe;-0,005700363
Cuma;0,006210349
Pazartesi;-0,002543406
Salı;0,012553681
Çarşamba;0
Perşembe;0,013919262
Cuma;0,009880358
Pazartesi;0,013793804
Salı;0,001292679
Çarşamba;-0,007746309
Perşembe;-0,002712305
Cuma;0,004623993
Pazartesi;0,01019483
Salı;0,005870016
Çarşamba;-0,010438328
Perşembe;0,013719786
Cuma;-0,009971886
Pazartesi;0,023370956
Salı;0,007181812
Çarşamba;-0,005259367
Perşembe;-0,024896065
Cuma;-0,008542872
Pazartesi;0,030790398
Salı;-0,00557298
Perşembe;0,009021448
Cuma;-0,00018519
Pazartesi;0,004158499
Salı;-0,010441561
Çarşamba;0,000321868
Perşembe;0,008021603
Cuma;0,00143557
Pazartesi;0,003057351
Salı;-0,036599681
Çarşamba;-0,014989902
Perşembe;-0,007646615
Salı;-0,035901709
Çarşamba;0,004258919
Perşembe;-0,054006162
Cuma;0,025003809
Pazartesi;0,013978909
Salı;0,031600794
Çarşamba;0,003713649
Perşembe;-0,012572193
Cuma;-0,015045451
Pazartesi;0,002184302
Salı;0,005746667
Çarşamba;0,029093191
Perşembe;0,001856532
Cuma;-0,015129856
Pazartesi;-0,00129828
Salı;-0,014796235
Çarşamba;0,006261487
